date,location,weather_severity,precipitation,wind_speed,storm_flag
2023-12-30,Guangzhou,0,2.59,0.24,0
2023-12-31,Guangzhou,0,5.98,6.52,0
2024-01-01,Guangzhou,0,2.82,2.44,0
2024-01-02,Guangzhou,0,15.49,0.3,0
2024-01-03,Guangzhou,0,4.34,0.35,0
2024-01-04,Guangzhou,0,0.5,4.38,0
2024-01-05,Guangzhou,0,0.42,10.64,0
2024-01-06,Guangzhou,0,0.68,15.74,0
2024-01-07,Guangzhou,0,5.69,3.44,0
2024-01-08,Guangzhou,0,2.05,7.63,0
2024-01-09,Guangzhou,0,2.88,5.33,0
2024-01-10,Guangzhou,0,4.84,16.75,0
2024-01-11,Guangzhou,0,3.27,11.36,0
2024-01-12,Guangzhou,0,8.0,7.77,0
2024-01-13,Guangzhou,0,11.44,1.89,0
2024-01-14,Guangzhou,0,10.9,2.59,0
2024-01-15,Guangzhou,0,9.1,5.05,0
2024-01-16,Guangzhou,0,6.51,6.26,0
2024-01-17,Guangzhou,0,9.92,27.64,0
2024-01-18,Guangzhou,0,3.63,4.93,0
2024-01-19,Guangzhou,0,3.12,4.41,0
2024-01-20,Guangzhou,0,6.52,10.66,0
2024-01-21,Guangzhou,0,16.74,4.07,0
2024-01-22,Guangzhou,0,8.49,1.47,0
2024-01-23,Guangzhou,0,8.21,12.74,0
2024-01-24,Guangzhou,0,4.06,4.98,0
2024-01-25,Guangzhou,0,2.76,3.33,0
2024-01-26,Guangzhou,0,1.91,18.42,0
2024-01-27,Guangzhou,0,0.49,13.69,0
2024-01-28,Guangzhou,0,1.99,17.21,0
2024-01-29,Guangzhou,0,0.56,13.83,0
2024-01-30,Guangzhou,0,0.51,16.87,0
2024-01-31,Guangzhou,0,1.19,19.75,0
2024-02-01,Guangzhou,0,6.01,3.74,0
2024-02-02,Guangzhou,0,10.01,3.08,0
2024-02-03,Guangzhou,0,19.22,41.98,0
2024-02-04,Guangzhou,0,0.27,7.81,0
2024-02-05,Guangzhou,0,4.19,12.4,0
2024-02-06,Guangzhou,0,1.1,5.92,0
2024-02-07,Guangzhou,0,5.4,1.07,0
2024-02-08,Guangzhou,0,2.67,22.04,0
2024-02-09,Guangzhou,0,9.88,16.77,0
2024-02-10,Guangzhou,0,0.33,11.73,0
2024-02-11,Guangzhou,0,14.35,9.25,0
2024-02-12,Guangzhou,0,9.79,11.18,0
2024-02-13,Guangzhou,0,5.14,7.84,0
2024-02-14,Guangzhou,0,0.62,5.84,0
2024-02-15,Guangzhou,0,9.95,25.55,0
2024-02-16,Guangzhou,0,2.69,6.61,0
2024-02-17,Guangzhou,0,5.01,6.05,0
2024-02-18,Guangzhou,0,11.39,2.15,0
2024-02-19,Guangzhou,0,12.81,12.99,0
2024-02-20,Guangzhou,0,1.42,12.04,0
2024-02-21,Guangzhou,0,14.2,13.93,0
2024-02-22,Guangzhou,0,2.86,0.02,0
2024-02-23,Guangzhou,0,0.38,22.78,0
2024-02-24,Guangzhou,0,1.71,3.18,0
2024-02-25,Guangzhou,0,15.65,18.79,0
2024-02-26,Guangzhou,0,1.64,4.36,0
2024-02-27,Guangzhou,0,4.83,18.53,0
2024-02-28,Guangzhou,0,2.89,5.79,0
2024-02-29,Guangzhou,0,10.61,8.46,0
2024-03-01,Guangzhou,0,3.42,11.09,0
2024-03-02,Guangzhou,0,3.14,8.72,0
2024-03-03,Guangzhou,0,12.43,2.5,0
2024-03-04,Guangzhou,0,8.65,5.3,0
2024-03-05,Guangzhou,0,0.8,5.48,0
2024-03-06,Guangzhou,0,6.57,1.88,0
2024-03-07,Guangzhou,1,3.99,21.64,0
2024-03-08,Guangzhou,0,0.56,0.29,0
2024-03-09,Guangzhou,1,4.74,3.2,0
2024-03-10,Guangzhou,0,3.78,4.27,0
2024-03-11,Guangzhou,0,2.06,43.37,0
2024-03-12,Guangzhou,0,0.39,4.01,0
2024-03-13,Guangzhou,0,4.03,0.71,0
2024-03-14,Guangzhou,0,3.0,12.53,0
2024-03-15,Guangzhou,0,0.6,20.83,0
2024-03-16,Guangzhou,0,4.58,3.97,0
2024-03-17,Guangzhou,0,11.63,2.79,0
2024-03-18,Guangzhou,0,13.68,0.44,0
2024-03-19,Guangzhou,0,0.97,6.19,0
2024-03-20,Guangzhou,0,3.92,10.57,0
2024-03-21,Guangzhou,1,1.41,12.36,0
2024-03-22,Guangzhou,0,8.45,9.11,0
2024-03-23,Guangzhou,0,0.02,7.85,0
2024-03-24,Guangzhou,0,3.2,14.92,0
2024-03-25,Guangzhou,0,1.39,2.17,0
2024-03-26,Guangzhou,0,2.53,11.5,0
2024-03-27,Guangzhou,0,6.38,6.67,0
2024-03-28,Guangzhou,0,0.41,12.65,0
2024-03-29,Guangzhou,0,1.77,18.98,0
2024-03-30,Guangzhou,0,4.66,6.43,0
2024-03-31,Guangzhou,0,0.79,2.6,0
2024-04-01,Guangzhou,0,9.04,0.98,0
2024-04-02,Guangzhou,0,4.66,12.62,0
2024-04-03,Guangzhou,0,1.28,12.0,0
2024-04-04,Guangzhou,0,0.71,16.93,0
2024-04-05,Guangzhou,1,3.53,47.23,0
2024-04-06,Guangzhou,1,5.6,22.08,0
2024-04-07,Guangzhou,1,2.03,7.03,0
2024-04-08,Guangzhou,0,2.42,8.97,0
2024-04-09,Guangzhou,1,23.83,1.12,0
2024-04-10,Guangzhou,1,0.5,28.68,0
2024-04-11,Guangzhou,1,1.51,24.55,0
2024-04-12,Guangzhou,1,3.1,2.28,0
2024-04-13,Guangzhou,0,1.75,11.54,0
2024-04-14,Guangzhou,1,1.98,33.18,0
2024-04-15,Guangzhou,1,2.27,58.14,0
2024-04-16,Guangzhou,1,15.6,13.04,0
2024-04-17,Guangzhou,1,12.36,14.84,0
2024-04-18,Guangzhou,1,2.85,12.25,0
2024-04-19,Guangzhou,1,4.4,2.35,0
2024-04-20,Guangzhou,1,9.87,7.9,0
2024-04-21,Guangzhou,0,1.33,5.54,0
2024-04-22,Guangzhou,1,2.97,3.63,0
2024-04-23,Guangzhou,1,5.74,12.7,0
2024-04-24,Guangzhou,0,0.78,15.38,0
2024-04-25,Guangzhou,0,1.32,33.63,0
2024-04-26,Guangzhou,0,5.29,4.11,0
2024-04-27,Guangzhou,1,4.97,7.3,0
2024-04-28,Guangzhou,1,3.89,24.64,0
2024-04-29,Guangzhou,1,12.43,15.23,0
2024-04-30,Guangzhou,1,3.44,4.61,0
2024-05-01,Guangzhou,1,6.13,6.13,0
2024-05-02,Guangzhou,1,22.99,8.68,0
2024-05-03,Guangzhou,1,6.77,2.01,0
2024-05-04,Guangzhou,1,3.45,13.83,0
2024-05-05,Guangzhou,1,0.9,0.7,0
2024-05-06,Guangzhou,1,4.28,20.93,0
2024-05-07,Guangzhou,1,2.29,11.01,0
2024-05-08,Guangzhou,1,4.57,20.14,0
2024-05-09,Guangzhou,1,2.13,1.59,0
2024-05-10,Guangzhou,1,0.26,53.47,0
2024-05-11,Guangzhou,2,1.74,2.62,0
2024-05-12,Guangzhou,2,0.16,16.21,0
2024-05-13,Guangzhou,1,0.79,28.12,0
2024-05-14,Guangzhou,1,4.18,5.24,0
2024-05-15,Guangzhou,0,13.92,8.87,0
2024-05-16,Guangzhou,1,8.11,24.16,0
2024-05-17,Guangzhou,1,0.57,13.32,0
2024-05-18,Guangzhou,1,3.06,43.05,0
2024-05-19,Guangzhou,1,17.02,4.74,0
2024-05-20,Guangzhou,2,3.1,1.92,0
2024-05-21,Guangzhou,1,4.47,14.49,0
2024-05-22,Guangzhou,1,13.92,10.1,0
2024-05-23,Guangzhou,1,4.32,28.97,0
2024-05-24,Guangzhou,1,0.56,17.86,0
2024-05-25,Guangzhou,0,2.01,18.28,0
2024-05-26,Guangzhou,1,19.55,24.41,0
2024-05-27,Guangzhou,1,49.06,20.7,0
2024-05-28,Guangzhou,1,39.69,4.64,0
2024-05-29,Guangzhou,1,4.96,2.43,0
2024-05-30,Guangzhou,1,4.11,5.44,0
2024-05-31,Guangzhou,1,8.02,25.39,0
2024-06-01,Guangzhou,1,5.67,24.74,0
2024-06-02,Guangzhou,1,14.09,48.56,0
2024-06-03,Guangzhou,0,0.49,5.74,0
2024-06-04,Guangzhou,1,4.25,10.54,0
2024-06-05,Guangzhou,1,4.05,7.21,0
2024-06-06,Guangzhou,1,0.06,49.95,0
2024-06-07,Guangzhou,1,1.0,11.09,0
2024-06-08,Guangzhou,2,21.47,20.44,0
2024-06-09,Guangzhou,2,5.67,4.52,1
2024-06-10,Guangzhou,1,0.34,13.58,0
2024-06-11,Guangzhou,2,17.2,4.24,0
2024-06-12,Guangzhou,1,10.59,11.43,0
2024-06-13,Guangzhou,1,12.5,11.51,0
2024-06-14,Guangzhou,1,3.65,8.29,0
2024-06-15,Guangzhou,0,1.89,10.47,0
2024-06-16,Guangzhou,0,4.53,28.33,0
2024-06-17,Guangzhou,1,0.89,2.68,0
2024-06-18,Guangzhou,0,0.62,4.48,0
2024-06-19,Guangzhou,1,4.5,4.98,0
2024-06-20,Guangzhou,1,10.32,0.44,0
2024-06-21,Guangzhou,1,3.31,17.2,0
2024-06-22,Guangzhou,0,17.97,5.36,0
2024-06-23,Guangzhou,1,7.77,72.47,0
2024-06-24,Guangzhou,1,30.0,33.32,0
2024-06-25,Guangzhou,1,6.53,78.75,0
2024-06-26,Guangzhou,1,7.86,0.61,0
2024-06-27,Guangzhou,1,9.1,2.95,0
2024-06-28,Guangzhou,1,62.25,0.27,0
2024-06-29,Guangzhou,1,2.46,36.35,0
2024-06-30,Guangzhou,1,3.41,4.63,0
2024-07-01,Guangzhou,1,2.12,3.74,0
2024-07-02,Guangzhou,1,4.3,0.39,0
2024-07-03,Guangzhou,0,12.88,0.82,0
2024-07-04,Guangzhou,0,3.06,5.84,0
2024-07-05,Guangzhou,0,1.45,7.32,0
2024-07-06,Guangzhou,0,1.32,3.39,0
2024-07-07,Guangzhou,1,28.16,37.85,0
2024-07-08,Guangzhou,1,1.81,1.37,0
2024-07-09,Guangzhou,1,0.25,7.08,0
2024-07-10,Guangzhou,1,6.64,64.24,0
2024-07-11,Guangzhou,1,0.28,18.66,0
2024-07-12,Guangzhou,1,3.28,15.55,0
2024-07-13,Guangzhou,2,13.26,31.35,0
2024-07-14,Guangzhou,2,5.75,4.56,0
2024-07-15,Guangzhou,1,1.73,11.62,0
2024-07-16,Guangzhou,1,2.31,18.26,0
2024-07-17,Guangzhou,1,4.3,5.77,0
2024-07-18,Guangzhou,1,0.83,4.21,0
2024-07-19,Guangzhou,1,1.93,16.73,0
2024-07-20,Guangzhou,2,9.88,95.72,0
2024-07-21,Guangzhou,2,1.45,35.28,0
2024-07-22,Guangzhou,2,24.76,68.09,0
2024-07-23,Guangzhou,2,0.24,22.0,0
2024-07-24,Guangzhou,2,0.33,50.61,0
2024-07-25,Guangzhou,1,4.64,11.2,0
2024-07-26,Guangzhou,1,18.1,2.74,0
2024-07-27,Guangzhou,1,1.87,6.1,0
2024-07-28,Guangzhou,1,1.24,11.43,0
2024-07-29,Guangzhou,1,1.51,18.92,0
2024-07-30,Guangzhou,1,22.95,15.38,0
2024-07-31,Guangzhou,1,0.29,4.79,0
2024-08-01,Guangzhou,1,12.4,4.8,0
2024-08-02,Guangzhou,1,20.07,10.65,0
2024-08-03,Guangzhou,1,4.91,19.89,0
2024-08-04,Guangzhou,1,2.26,22.77,0
2024-08-05,Guangzhou,2,10.5,29.32,0
2024-08-06,Guangzhou,2,1.37,5.83,1
2024-08-07,Guangzhou,2,6.46,32.32,1
2024-08-08,Guangzhou,2,2.94,29.8,1
2024-08-09,Guangzhou,2,1.83,3.99,0
2024-08-10,Guangzhou,1,12.0,26.62,0
2024-08-11,Guangzhou,2,15.48,8.95,0
2024-08-12,Guangzhou,1,2.9,38.16,0
2024-08-13,Guangzhou,0,3.88,8.87,0
2024-08-14,Guangzhou,0,4.17,24.12,0
2024-08-15,Guangzhou,1,0.08,5.32,0
2024-08-16,Guangzhou,1,5.4,7.59,0
2024-08-17,Guangzhou,1,19.17,0.76,0
2024-08-18,Guangzhou,1,5.68,19.39,0
2024-08-19,Guangzhou,1,10.0,4.71,0
2024-08-20,Guangzhou,1,11.5,13.63,0
2024-08-21,Guangzhou,0,0.9,20.65,0
2024-08-22,Guangzhou,1,1.7,17.83,0
2024-08-23,Guangzhou,1,1.26,60.66,0
2024-08-24,Guangzhou,2,21.51,51.82,0
2024-08-25,Guangzhou,2,1.6,18.4,0
2024-08-26,Guangzhou,1,4.37,20.33,0
2024-08-27,Guangzhou,1,15.96,10.4,0
2024-08-28,Guangzhou,1,3.47,15.71,0
2024-08-29,Guangzhou,1,2.27,63.89,0
2024-08-30,Guangzhou,1,5.53,8.48,0
2024-08-31,Guangzhou,1,5.93,20.12,0
2024-09-01,Guangzhou,0,6.88,21.07,0
2024-09-02,Guangzhou,1,4.5,0.99,0
2024-09-03,Guangzhou,1,0.28,2.69,0
2024-09-04,Guangzhou,1,10.2,0.99,0
2024-09-05,Guangzhou,1,0.12,7.99,0
2024-09-06,Guangzhou,1,15.63,5.41,0
2024-09-07,Guangzhou,0,5.05,2.92,0
2024-09-08,Guangzhou,1,0.69,14.8,0
2024-09-09,Guangzhou,1,5.6,7.06,0
2024-09-10,Guangzhou,1,9.56,24.56,0
2024-09-11,Guangzhou,1,1.08,11.5,0
2024-09-12,Guangzhou,1,2.71,12.37,0
2024-09-13,Guangzhou,1,5.41,3.14,0
2024-09-14,Guangzhou,1,4.66,22.18,0
2024-09-15,Guangzhou,1,7.29,15.15,0
2024-09-16,Guangzhou,0,0.69,5.61,0
2024-09-17,Guangzhou,0,12.71,13.57,0
2024-09-18,Guangzhou,1,8.45,11.25,0
2024-09-19,Guangzhou,1,2.59,14.13,0
2024-09-20,Guangzhou,0,2.6,19.6,0
2024-09-21,Guangzhou,0,0.78,13.06,0
2024-09-22,Guangzhou,0,3.4,1.17,0
2024-09-23,Guangzhou,0,3.64,1.1,0
2024-09-24,Guangzhou,0,10.98,9.64,0
2024-09-25,Guangzhou,0,4.37,2.98,0
2024-09-26,Guangzhou,0,5.17,1.33,0
2024-09-27,Guangzhou,0,6.56,25.5,0
2024-09-28,Guangzhou,0,8.02,9.92,0
2024-09-29,Guangzhou,1,11.18,4.78,0
2024-09-30,Guangzhou,0,1.43,6.62,0
2024-10-01,Guangzhou,0,2.45,4.71,0
2024-10-02,Guangzhou,0,0.49,0.77,0
2024-10-03,Guangzhou,0,1.15,26.54,0
2024-10-04,Guangzhou,0,5.38,24.87,0
2024-10-05,Guangzhou,0,4.75,17.53,0
2024-10-06,Guangzhou,0,0.23,6.32,0
2024-10-07,Guangzhou,0,3.34,1.33,0
2024-10-08,Guangzhou,0,1.84,10.71,0
2024-10-09,Guangzhou,0,1.24,12.84,0
2024-10-10,Guangzhou,0,3.75,2.79,0
2024-10-11,Guangzhou,0,0.61,2.61,0
2024-10-12,Guangzhou,0,8.82,10.28,0
2024-10-13,Guangzhou,0,1.2,9.98,0
2024-10-14,Guangzhou,0,4.89,1.77,0
2024-10-15,Guangzhou,0,0.71,8.87,0
2024-10-16,Guangzhou,0,0.7,18.67,0
2024-10-17,Guangzhou,0,8.17,2.07,0
2024-10-18,Guangzhou,0,1.88,3.11,0
2024-10-19,Guangzhou,0,0.78,1.36,0
2024-10-20,Guangzhou,0,0.45,12.12,0
2024-10-21,Guangzhou,0,4.78,4.31,0
2024-10-22,Guangzhou,0,9.1,7.44,0
2024-10-23,Guangzhou,0,8.48,4.0,0
2024-10-24,Guangzhou,0,0.41,3.67,0
2024-10-25,Guangzhou,0,0.47,1.96,0
2024-10-26,Guangzhou,0,1.76,8.15,0
2024-10-27,Guangzhou,0,11.73,5.18,0
2024-10-28,Guangzhou,0,0.61,18.04,0
2024-10-29,Guangzhou,0,1.33,10.12,0
2024-10-30,Guangzhou,0,0.31,6.84,0
2024-10-31,Guangzhou,1,8.03,8.62,0
2024-11-01,Guangzhou,1,1.27,1.25,0
2024-11-02,Guangzhou,0,2.85,8.58,0
2024-11-03,Guangzhou,0,0.03,7.32,0
2024-11-04,Guangzhou,0,6.12,23.08,0
2024-11-05,Guangzhou,0,8.13,3.21,0
2024-11-06,Guangzhou,0,9.04,40.04,0
2024-11-07,Guangzhou,0,0.92,3.47,0
2024-11-08,Guangzhou,0,4.5,8.43,0
2024-11-09,Guangzhou,0,0.66,9.43,0
2024-11-10,Guangzhou,0,9.7,9.47,0
2024-11-11,Guangzhou,0,4.01,1.09,0
2024-11-12,Guangzhou,1,16.69,3.06,0
2024-11-13,Guangzhou,0,7.6,15.16,0
2024-11-14,Guangzhou,0,5.09,1.19,0
2024-11-15,Guangzhou,0,8.18,9.13,0
2024-11-16,Guangzhou,0,0.55,2.45,0
2024-11-17,Guangzhou,0,1.77,23.03,0
2024-11-18,Guangzhou,0,2.54,4.74,0
2024-11-19,Guangzhou,0,4.33,12.94,0
2024-11-20,Guangzhou,0,0.06,2.41,0
2024-11-21,Guangzhou,0,3.14,1.55,0
2024-11-22,Guangzhou,0,8.38,16.3,0
2024-11-23,Guangzhou,0,3.68,6.98,0
2024-11-24,Guangzhou,0,10.35,6.94,0
2024-11-25,Guangzhou,0,1.19,7.72,0
2024-11-26,Guangzhou,0,2.04,5.15,0
2024-11-27,Guangzhou,0,8.16,9.02,0
2024-11-28,Guangzhou,0,1.29,4.1,0
2024-11-29,Guangzhou,0,3.62,3.52,0
2024-11-30,Guangzhou,0,9.41,30.93,0
2024-12-01,Guangzhou,0,6.69,0.23,0
2024-12-02,Guangzhou,0,3.39,2.3,0
2024-12-03,Guangzhou,0,0.27,0.98,0
2024-12-04,Guangzhou,0,26.46,4.68,0
2024-12-05,Guangzhou,0,1.98,36.32,0
2024-12-06,Guangzhou,0,3.65,2.44,0
2024-12-07,Guangzhou,0,0.1,5.21,0
2024-12-08,Guangzhou,0,1.57,13.97,0
2024-12-09,Guangzhou,0,1.74,7.13,0
2024-12-10,Guangzhou,0,10.26,5.66,0
2024-12-11,Guangzhou,0,0.21,1.38,0
2024-12-12,Guangzhou,0,9.56,3.19,0
2024-12-13,Guangzhou,0,9.2,17.52,0
2024-12-14,Guangzhou,0,3.59,14.85,0
2024-12-15,Guangzhou,0,0.18,19.17,0
2024-12-16,Guangzhou,0,1.07,34.25,0
2024-12-17,Guangzhou,0,6.39,0.54,0
2024-12-18,Guangzhou,0,4.18,24.55,0
2024-12-19,Guangzhou,0,3.32,11.9,0
2024-12-20,Guangzhou,0,12.56,8.49,0
2024-12-21,Guangzhou,0,10.62,8.82,0
2024-12-22,Guangzhou,0,4.2,1.05,0
2024-12-23,Guangzhou,0,5.32,4.68,0
2024-12-24,Guangzhou,0,4.06,5.21,0
2024-12-25,Guangzhou,0,1.49,4.02,0
2024-12-26,Guangzhou,0,3.1,36.46,0
2024-12-27,Guangzhou,0,2.19,14.12,0
2024-12-28,Guangzhou,0,21.84,22.1,0
2024-12-29,Guangzhou,0,11.12,20.89,0
2024-12-30,Guangzhou,0,2.12,11.67,0
2024-12-31,Guangzhou,0,3.68,2.2,0
2025-01-01,Guangzhou,0,1.92,3.71,0
2025-01-02,Guangzhou,0,10.9,5.11,0
2025-01-03,Guangzhou,0,2.81,4.41,0
2025-01-04,Guangzhou,0,0.12,10.21,0
2025-01-05,Guangzhou,0,1.5,10.82,0
2025-01-06,Guangzhou,0,1.23,51.37,0
2025-01-07,Guangzhou,0,1.03,0.41,0
2025-01-08,Guangzhou,0,0.91,1.44,0
2025-01-09,Guangzhou,0,3.48,8.63,0
2025-01-10,Guangzhou,0,0.59,83.34,0
2025-01-11,Guangzhou,0,1.78,39.49,0
2025-01-12,Guangzhou,0,7.4,1.16,0
2025-01-13,Guangzhou,0,0.8,2.94,0
2025-01-14,Guangzhou,0,4.95,1.1,0
2025-01-15,Guangzhou,0,5.92,1.6,0
2025-01-16,Guangzhou,0,1.75,11.11,0
2025-01-17,Guangzhou,0,11.93,1.54,0
2025-01-18,Guangzhou,0,1.26,3.21,0
2025-01-19,Guangzhou,0,8.17,13.63,0
2025-01-20,Guangzhou,0,1.23,3.68,0
2025-01-21,Guangzhou,0,1.05,1.5,0
2025-01-22,Guangzhou,0,0.34,15.77,0
2025-01-23,Guangzhou,0,6.89,11.15,0
2025-01-24,Guangzhou,0,2.36,5.79,0
2025-01-25,Guangzhou,0,1.49,3.8,0
2025-01-26,Guangzhou,0,6.49,4.12,0
2025-01-27,Guangzhou,0,11.85,22.29,0
2025-01-28,Guangzhou,0,12.84,2.72,0
2025-01-29,Guangzhou,0,4.71,11.24,0
2025-01-30,Guangzhou,0,7.55,13.98,0
2025-01-31,Guangzhou,0,1.55,5.78,0
2025-02-01,Guangzhou,0,0.07,5.46,0
2025-02-02,Guangzhou,0,0.62,18.07,0
2025-02-03,Guangzhou,0,5.81,1.65,0
2025-02-04,Guangzhou,0,26.02,7.15,0
2025-02-05,Guangzhou,0,35.83,9.81,0
2025-02-06,Guangzhou,0,0.41,10.34,0
2025-02-07,Guangzhou,0,1.33,27.02,0
2025-02-08,Guangzhou,0,0.19,5.97,0
2025-02-09,Guangzhou,0,10.1,16.57,0
2025-02-10,Guangzhou,0,1.14,6.03,0
2025-02-11,Guangzhou,0,2.02,2.81,0
2025-02-12,Guangzhou,0,0.93,7.27,0
2025-02-13,Guangzhou,0,0.05,2.52,0
2025-02-14,Guangzhou,0,2.07,5.11,0
2025-02-15,Guangzhou,0,0.05,9.09,0
2025-02-16,Guangzhou,0,5.99,22.05,0
2025-02-17,Guangzhou,0,3.11,1.55,0
2025-02-18,Guangzhou,0,0.68,15.33,0
2025-02-19,Guangzhou,0,9.63,12.35,0
2025-02-20,Guangzhou,0,8.79,0.49,0
2025-02-21,Guangzhou,0,2.54,10.18,0
2025-02-22,Guangzhou,0,0.45,21.73,0
2025-02-23,Guangzhou,0,0.12,23.84,0
2025-02-24,Guangzhou,1,9.02,30.82,0
2025-02-25,Guangzhou,0,10.08,3.63,0
2025-02-26,Guangzhou,0,0.82,1.11,0
2025-02-27,Guangzhou,0,12.9,6.09,0
2025-02-28,Guangzhou,0,5.72,12.23,0
2025-03-01,Guangzhou,0,5.11,0.28,0
2025-03-02,Guangzhou,0,0.84,7.09,0
2025-03-03,Guangzhou,0,11.19,0.05,0
2025-03-04,Guangzhou,0,9.54,4.1,0
2025-03-05,Guangzhou,0,0.37,19.57,0
2025-03-06,Guangzhou,0,1.09,4.82,0
2025-03-07,Guangzhou,0,11.16,5.53,0
2025-03-08,Guangzhou,0,11.47,12.77,0
2025-03-09,Guangzhou,0,1.85,0.14,0
2025-03-10,Guangzhou,0,0.15,7.1,0
2025-03-11,Guangzhou,0,5.91,5.18,0
2025-03-12,Guangzhou,0,2.95,0.12,0
2025-03-13,Guangzhou,0,2.25,8.88,0
2025-03-14,Guangzhou,0,11.16,8.24,0
2025-03-15,Guangzhou,0,1.37,16.79,0
2025-03-16,Guangzhou,0,7.71,11.54,0
2025-03-17,Guangzhou,0,2.38,27.19,0
2025-03-18,Guangzhou,0,2.0,5.72,0
2025-03-19,Guangzhou,0,17.9,10.86,0
2025-03-20,Guangzhou,0,0.23,11.08,0
2025-03-21,Guangzhou,0,5.55,15.48,0
2025-03-22,Guangzhou,1,1.95,11.18,0
2025-03-23,Guangzhou,1,28.92,2.12,0
2025-03-24,Guangzhou,1,0.3,10.11,0
2025-03-25,Guangzhou,0,6.76,0.24,0
2025-03-26,Guangzhou,0,2.35,0.11,0
2025-03-27,Guangzhou,1,1.64,21.19,0
2025-03-28,Guangzhou,1,9.42,23.56,0
2025-03-29,Guangzhou,1,15.16,16.69,0
2025-03-30,Guangzhou,1,9.65,5.15,0
2025-03-31,Guangzhou,1,2.14,0.62,0
2025-04-01,Guangzhou,0,6.58,3.27,0
2025-04-02,Guangzhou,1,1.13,16.65,0
2025-04-03,Guangzhou,1,1.64,6.4,0
2025-04-04,Guangzhou,0,3.36,2.96,0
2025-04-05,Guangzhou,0,0.05,7.07,0
2025-04-06,Guangzhou,0,1.26,12.26,0
2025-04-07,Guangzhou,0,11.89,12.87,0
2025-04-08,Guangzhou,1,1.34,9.38,0
2025-04-09,Guangzhou,1,11.7,8.83,0
2025-04-10,Guangzhou,1,14.84,2.3,0
2025-04-11,Guangzhou,2,4.36,9.84,0
2025-04-12,Guangzhou,1,6.56,26.99,0
2025-04-13,Guangzhou,1,14.43,14.29,0
2025-04-14,Guangzhou,1,0.86,41.81,0
2025-04-15,Guangzhou,2,16.43,53.27,1
2025-04-16,Guangzhou,2,20.93,13.1,0
2025-04-17,Guangzhou,1,20.32,35.39,0
2025-04-18,Guangzhou,1,5.95,3.16,0
2025-04-19,Guangzhou,1,18.5,4.67,0
2025-04-20,Guangzhou,1,6.74,13.29,0
2025-04-21,Guangzhou,1,1.68,10.5,0
2025-04-22,Guangzhou,1,8.53,23.05,0
2025-04-23,Guangzhou,1,4.65,4.54,0
2025-04-24,Guangzhou,2,17.53,49.25,0
2025-04-25,Guangzhou,2,10.26,20.17,0
2025-04-26,Guangzhou,2,6.35,9.15,0
2025-04-27,Guangzhou,1,5.03,0.57,0
2025-04-28,Guangzhou,1,5.24,44.61,0
2025-04-29,Guangzhou,0,11.14,5.41,0
2025-04-30,Guangzhou,1,4.07,6.11,0
2025-05-01,Guangzhou,0,3.21,5.55,0
2025-05-02,Guangzhou,1,8.24,2.65,0
2025-05-03,Guangzhou,1,5.63,42.56,0
2025-05-04,Guangzhou,0,6.46,11.5,0
2025-05-05,Guangzhou,1,8.75,0.39,0
2025-05-06,Guangzhou,1,14.94,0.88,0
2025-05-07,Guangzhou,1,28.48,46.88,0
2025-05-08,Guangzhou,2,33.73,9.67,0
2025-05-09,Guangzhou,1,2.8,120.0,0
2025-05-10,Guangzhou,2,1.93,3.54,0
2025-05-11,Guangzhou,1,3.91,50.23,0
2025-05-12,Guangzhou,1,8.61,7.92,0
2025-05-13,Guangzhou,2,5.84,6.95,0
2025-05-14,Guangzhou,1,9.93,20.34,0
2025-05-15,Guangzhou,0,5.17,3.11,0
2025-05-16,Guangzhou,1,9.1,11.23,0
2025-05-17,Guangzhou,1,48.43,11.34,0
2025-05-18,Guangzhou,1,8.89,22.51,0
2025-05-19,Guangzhou,1,16.12,13.01,0
2025-05-20,Guangzhou,1,0.19,9.86,0
2025-05-21,Guangzhou,1,7.34,1.55,0
2025-05-22,Guangzhou,1,15.03,17.54,0
2025-05-23,Guangzhou,2,8.88,14.31,0
2025-05-24,Guangzhou,1,17.32,11.73,0
2025-05-25,Guangzhou,1,19.66,39.13,0
2025-05-26,Guangzhou,1,8.15,5.49,0
2025-05-27,Guangzhou,1,1.41,9.89,0
2025-05-28,Guangzhou,1,19.27,8.17,0
2025-05-29,Guangzhou,1,12.31,8.87,0
2025-05-30,Guangzhou,1,36.38,13.65,0
2025-05-31,Guangzhou,1,0.66,15.03,0
2025-06-01,Guangzhou,1,1.82,1.24,0
2025-06-02,Guangzhou,1,0.08,9.17,0
2025-06-03,Guangzhou,1,3.2,15.45,0
2025-06-04,Guangzhou,1,10.7,17.96,0
2025-06-05,Guangzhou,2,1.75,27.93,0
2025-06-06,Guangzhou,1,2.53,3.76,0
2025-06-07,Guangzhou,0,1.54,6.36,0
2025-06-08,Guangzhou,0,3.63,4.47,0
2025-06-09,Guangzhou,0,5.07,7.28,0
2025-06-10,Guangzhou,0,4.53,9.48,0
2025-06-11,Guangzhou,1,10.89,68.43,0
2025-06-12,Guangzhou,1,5.52,34.79,0
2025-06-13,Guangzhou,1,0.99,5.64,0
2025-06-14,Guangzhou,1,3.34,8.78,0
2025-06-15,Guangzhou,1,7.58,27.32,0
2025-06-16,Guangzhou,1,5.06,0.48,0
2025-06-17,Guangzhou,1,13.61,1.05,0
2025-06-18,Guangzhou,1,23.07,9.26,0
