shipment_id,supplier_id,port_id,ship_date,expected_delivery_date,actual_delivery_date,distance_km,transport_mode,traffic_level,weather_severity,port_congestion,supplier_risk,delayed,delay_hours
6283,45,6,2025-07-11,2025-07-25,2025-07-26,631.81,truck,2,1,0.5828,0.1051,1,25.65
6284,3,8,2025-03-02,2025-03-30,2025-03-30,1870.53,truck,5,0,0.3409,0.2878,0,4.88
6285,29,4,2025-05-14,2025-06-01,2025-06-05,415.24,truck,3,1,0.4617,0.223,1,89.44
6286,1,6,2024-11-08,2024-12-03,2024-12-03,1144.79,truck,4,1,0.4408,0.2492,0,1.6
6287,44,2,2024-02-02,2024-02-12,2024-02-12,400.05,truck,3,0,0.3888,0.0719,0,1.76
6288,18,15,2024-01-17,2024-01-28,2024-01-28,501.74,truck,1,0,0.2918,0.0465,0,3.17
6289,49,5,2025-05-12,2025-05-27,2025-06-06,322.33,truck,2,1,0.7883,0.0836,1,245.65
6290,29,6,2024-08-09,2024-09-01,2024-09-03,861.26,truck,3,1,0.4709,0.223,1,39.16
6291,16,6,2024-12-20,2025-01-18,2025-01-18,963.79,truck,3,0,0.4142,0.3266,0,3.03
6292,3,8,2025-07-05,2025-07-29,2025-08-06,433.38,truck,5,1,0.3791,0.2878,1,192.91
6293,47,2,2024-01-14,2024-02-13,2024-02-13,1123.11,truck,3,0,0.4565,0.1768,0,1.83
6294,16,19,2025-06-18,2025-07-18,2025-07-19,1548.65,truck,5,0,0.266,0.3266,1,23.97
6295,7,12,2023-06-24,2023-07-15,2023-07-17,383.58,truck,3,2,0.1945,0.2727,1,49.0
6296,24,18,2024-08-08,2024-08-30,2024-08-30,1581.03,truck,2,1,0.5147,0.0437,0,1.61
6297,3,5,2024-12-17,2025-01-30,2025-01-31,7715.04,ship,2,0,0.4528,0.2878,1,13.04
6298,35,4,2023-04-20,2023-05-17,2023-05-20,7277.56,air,3,0,0.8835,0.4038,1,72.36
6299,38,12,2025-07-12,2025-07-31,2025-07-31,8304.32,air,4,1,0.2507,0.1178,0,2.15
6300,14,8,2023-03-16,2023-04-14,2023-04-16,965.74,truck,5,1,0.4169,0.2082,1,56.37
6301,42,20,2025-01-02,2025-01-22,2025-01-22,3345.71,ship,1,1,0.7772,0.2372,1,8.86
6302,35,9,2023-10-07,2023-11-02,2023-11-02,578.13,truck,2,0,0.4013,0.4038,0,1.99
6303,11,4,2024-10-12,2024-10-30,2024-11-01,2326.92,truck,2,1,0.4052,0.163,1,36.15
6304,47,13,2025-11-06,2025-11-30,2025-12-02,433.5,truck,5,1,0.8139,0.1768,1,51.43
6305,4,14,2024-04-14,2024-06-15,2024-06-17,10613.45,ship,2,0,0.4066,0.2301,1,58.68
6306,5,2,2023-01-17,2023-02-13,2023-02-13,3071.99,air,5,0,0.3633,0.2606,0,2.79
6307,19,12,2023-12-22,2024-01-09,2024-01-09,675.32,truck,4,0,0.3705,0.2562,1,11.73
6308,49,8,2025-07-17,2025-08-04,2025-08-07,1214.82,truck,3,2,0.2794,0.0836,1,63.07
6309,9,18,2024-11-04,2024-11-26,2024-11-29,1521.23,truck,4,0,0.6855,0.1382,1,70.9
6310,26,2,2025-11-02,2025-12-18,2025-12-18,9425.94,ship,4,0,0.3831,0.1577,0,2.87
6311,44,19,2024-09-25,2024-10-14,2024-10-17,1878.36,ship,3,1,0.4687,0.0719,1,63.55
6312,48,13,2023-07-10,2023-08-12,2023-08-14,6279.25,ship,5,0,0.4289,0.5295,1,37.62
6313,19,5,2025-05-23,2025-06-12,2025-06-13,1365.17,truck,3,2,0.5407,0.2562,1,34.12
6314,47,16,2024-01-01,2024-01-30,2024-01-30,625.54,truck,3,0,0.574,0.1768,0,2.3
6315,31,20,2023-05-08,2023-06-07,2023-06-09,4514.59,ship,4,0,0.6678,0.2757,1,41.31
6316,13,12,2025-09-20,2025-10-07,2025-10-07,580.34,truck,5,0,0.1704,0.1757,0,1.63
6317,5,8,2023-04-10,2023-05-08,2023-05-09,1398.37,truck,5,1,0.4879,0.2606,1,29.97
6318,44,10,2023-06-01,2023-06-17,2023-06-17,523.2,truck,5,1,0.4973,0.0719,0,3.11
6319,50,16,2025-05-02,2025-07-05,2025-07-15,16261.39,ship,3,1,0.401,0.1476,1,237.21
6320,30,7,2025-05-11,2025-05-27,2025-05-27,1872.52,air,3,0,0.2705,0.3611,0,3.75
6321,2,10,2025-10-19,2025-10-31,2025-10-31,1066.9,truck,3,0,0.5288,0.3485,0,1.8
6322,49,12,2024-11-05,2024-11-24,2024-11-24,3607.56,air,4,0,0.441,0.0836,0,1.5
6323,10,15,2025-10-03,2025-10-28,2025-10-29,1764.22,ship,1,0,0.6026,0.335,1,15.71
6324,43,10,2025-07-07,2025-08-04,2025-08-04,4785.69,air,2,2,0.3589,0.1166,0,1.67
6325,46,15,2023-01-28,2023-02-21,2023-02-21,2348.93,ship,2,0,0.4125,0.0911,0,5.34
6326,25,13,2024-01-18,2024-02-11,2024-02-11,872.21,truck,2,2,0.5431,0.3294,0,2.37
6327,25,15,2023-03-18,2023-04-29,2023-04-29,6841.87,ship,1,1,0.4616,0.3294,0,2.47
6328,1,5,2023-04-30,2023-05-28,2023-05-28,12443.46,air,3,2,0.3592,0.2492,0,1.9
6329,22,10,2024-11-14,2024-12-03,2024-12-06,2533.43,truck,1,0,0.5214,0.1904,1,68.75
6330,25,9,2024-10-13,2024-11-05,2024-11-05,1029.87,truck,4,0,0.4781,0.3294,0,1.65
6331,41,7,2024-12-11,2025-01-03,2025-01-06,3649.69,ship,5,3,0.4341,0.5395,1,82.13
6332,12,11,2025-02-15,2025-03-20,2025-03-20,3770.26,air,4,0,0.5283,0.2771,0,2.26
6333,9,9,2023-01-16,2023-02-10,2023-02-10,3898.98,truck,5,0,0.7297,0.1382,0,1.92
6334,5,16,2023-05-30,2023-06-27,2023-06-27,670.81,truck,3,0,0.7771,0.2606,0,3.35
6335,31,14,2024-07-02,2024-07-19,2024-07-19,4827.69,air,4,2,0.4407,0.2757,0,1.66
6336,24,20,2023-09-11,2023-10-01,2023-10-01,689.24,truck,1,0,0.5339,0.0437,0,1.7
6337,19,15,2023-09-13,2023-10-06,2023-10-06,2682.38,ship,4,1,0.5361,0.2562,0,2.32
6338,43,9,2024-04-17,2024-05-12,2024-05-17,755.57,truck,5,0,1.0,0.1166,1,117.61
6339,48,14,2023-07-31,2023-08-19,2023-08-19,308.93,truck,1,1,0.3287,0.5295,0,1.09
6340,31,14,2024-08-22,2024-09-11,2024-09-11,800.65,truck,1,2,0.4877,0.2757,0,1.61
6341,44,15,2023-07-13,2023-08-04,2023-08-08,3704.68,ship,5,2,0.6603,0.0719,1,97.0
6342,30,6,2024-02-25,2024-05-01,2024-05-01,17102.92,ship,2,0,0.5303,0.3611,0,2.52
6343,11,18,2025-02-28,2025-03-14,2025-03-14,491.91,truck,4,0,0.6789,0.163,0,1.72
6344,15,14,2024-09-23,2024-10-26,2024-10-26,4947.38,air,4,1,0.4131,0.1012,0,1.29
6345,49,2,2023-03-27,2023-04-17,2023-04-18,2573.0,ship,1,1,0.5104,0.0836,1,22.81
6346,24,3,2024-08-26,2024-10-17,2024-10-20,11705.57,ship,1,0,0.6895,0.0437,1,78.08
6347,17,16,2023-04-04,2023-05-13,2023-05-13,457.77,truck,2,1,0.6935,0.1135,0,2.69
6348,16,6,2023-03-22,2023-04-23,2023-04-26,3121.61,truck,3,1,0.7815,0.3266,1,67.62
6349,15,16,2025-01-03,2025-02-03,2025-02-03,440.52,truck,5,0,0.8385,0.1012,0,3.96
6350,17,10,2023-11-21,2024-01-10,2024-01-10,3293.33,ship,3,0,0.3517,0.1135,0,1.57
6351,17,7,2023-02-08,2023-03-29,2023-03-31,3464.63,ship,5,2,0.3964,0.1135,1,51.8
6352,30,7,2024-02-18,2024-03-06,2024-03-06,395.97,truck,2,1,0.0,0.3611,0,2.29
6353,41,3,2024-02-24,2024-03-12,2024-03-14,6415.17,air,2,2,0.4859,0.5395,1,56.22
6354,25,4,2024-08-07,2024-08-29,2024-08-29,439.1,truck,5,1,0.5489,0.3294,0,2.79
6355,32,17,2023-12-07,2024-01-03,2024-01-03,2182.49,truck,2,0,0.0892,0.299,0,2.43
6356,35,15,2025-06-09,2025-07-21,2025-07-23,5864.08,ship,2,1,0.6765,0.4038,1,47.97
6357,20,10,2023-02-28,2023-03-30,2023-03-31,843.67,truck,1,0,0.4447,0.2853,1,26.54
6358,20,12,2025-04-23,2025-05-25,2025-05-26,2001.82,truck,5,1,0.1691,0.2853,1,27.59
6359,17,5,2024-07-05,2024-08-16,2024-08-16,553.87,truck,1,1,0.613,0.1135,0,2.58
6360,32,19,2025-05-08,2025-06-15,2025-06-15,5127.14,ship,2,0,0.297,0.299,0,2.1
6361,5,6,2024-11-02,2024-12-02,2024-12-02,2357.83,truck,4,0,0.5437,0.2606,0,2.47
6362,48,1,2024-09-16,2024-10-06,2024-10-08,9373.84,air,4,1,0.5964,0.5295,1,52.36
6363,14,7,2023-08-20,2023-09-20,2023-09-20,4037.2,truck,2,0,0.0989,0.2082,0,1.12
6364,26,4,2024-09-06,2024-09-29,2024-10-03,1821.79,truck,3,1,0.539,0.1577,1,92.48
6365,21,18,2025-05-04,2025-05-26,2025-05-28,3130.18,ship,4,1,0.4987,0.1211,1,39.19
6366,46,11,2025-05-19,2025-06-11,2025-06-11,6042.01,air,5,1,0.4846,0.0911,0,1.74
6367,34,4,2023-08-06,2023-08-15,2023-08-16,515.64,truck,5,1,0.512,0.0399,1,33.82
6368,9,9,2023-07-30,2023-08-23,2023-08-23,2517.69,ship,4,0,0.8848,0.1382,0,2.97
6369,18,20,2023-01-07,2023-02-27,2023-03-01,13096.55,ship,4,1,0.4988,0.0465,1,43.46
6370,13,20,2023-06-10,2023-06-24,2023-06-25,303.06,truck,3,0,0.4847,0.1757,1,15.25
6371,22,8,2024-03-22,2024-04-08,2024-04-09,1256.49,truck,4,1,0.3886,0.1904,1,25.88
6372,38,12,2023-04-11,2023-04-27,2023-04-28,427.33,truck,5,1,0.3686,0.1178,1,24.03
6373,9,19,2024-08-04,2024-08-21,2024-08-22,480.51,truck,4,0,0.2914,0.1382,1,23.24
6374,50,2,2025-10-22,2025-11-18,2025-11-18,2637.57,ship,3,0,0.3237,0.1476,0,1.69
6375,20,7,2023-06-16,2023-07-24,2023-07-24,1887.72,ship,1,0,0.1845,0.2853,0,2.4
6376,44,9,2025-07-12,2025-07-30,2025-08-03,3210.46,truck,3,1,0.7382,0.0719,1,89.16
6377,50,4,2023-06-16,2023-08-05,2023-08-05,10839.3,ship,3,1,0.3662,0.1476,1,9.16
6378,40,4,2024-11-22,2024-12-13,2024-12-13,7095.4,air,2,0,0.7103,0.1206,0,2.18
6379,8,15,2025-09-08,2025-10-01,2025-10-03,690.53,truck,4,0,0.7223,0.1094,1,38.06
6380,45,5,2023-06-29,2023-07-12,2023-07-16,714.84,truck,1,1,0.4841,0.1051,1,103.05
6381,38,20,2024-07-06,2024-07-23,2024-07-24,435.58,truck,3,0,0.6251,0.1178,1,23.61
6382,26,7,2023-01-09,2023-02-11,2023-02-13,5083.6,ship,5,1,0.2723,0.1577,1,36.06
6383,48,13,2023-07-28,2023-08-30,2023-08-31,6493.66,ship,2,0,0.4491,0.5295,1,20.04
6384,39,16,2024-11-12,2024-12-10,2024-12-10,18975.33,air,1,1,0.5259,0.2906,0,2.56
6385,36,16,2025-09-15,2025-11-19,2025-11-22,16030.98,ship,2,0,0.7459,0.0168,1,69.99
6386,33,12,2025-01-27,2025-02-10,2025-02-12,1016.24,truck,5,0,0.1604,0.1674,1,37.47
6387,29,7,2023-05-11,2023-05-31,2023-06-02,401.58,truck,4,0,0.2304,0.223,1,38.3
6388,20,13,2025-01-27,2025-03-01,2025-03-01,7190.4,air,5,1,0.1795,0.2853,0,0.87
6389,34,15,2024-08-30,2024-09-12,2024-09-15,1230.31,truck,1,2,0.4558,0.0399,1,78.42
6390,3,8,2024-08-15,2024-09-08,2024-09-08,705.83,truck,2,1,0.4053,0.2878,0,0.91
6391,19,4,2023-05-13,2023-06-01,2023-06-01,706.57,truck,2,1,0.5587,0.2562,0,1.65
6392,35,15,2023-02-05,2023-03-03,2023-03-04,1003.2,truck,1,0,0.4596,0.4038,1,26.36
6393,5,17,2024-01-11,2024-02-05,2024-02-05,546.94,truck,4,0,0.452,0.2606,0,1.02
6394,44,16,2024-04-28,2024-05-15,2024-05-15,5458.42,air,5,1,0.5678,0.0719,0,2.74
6395,27,2,2024-01-08,2024-01-31,2024-02-01,820.09,truck,3,0,0.5872,0.1179,1,28.36
6396,27,9,2023-07-03,2023-07-27,2023-08-02,1302.54,truck,5,1,0.7499,0.1179,1,149.09
6397,1,16,2023-01-17,2023-02-10,2023-02-14,6866.72,air,2,1,0.8478,0.2492,1,101.37
6398,6,4,2023-12-12,2024-01-07,2024-01-12,366.4,truck,2,1,0.687,0.3463,1,110.51
6399,6,11,2025-07-13,2025-08-09,2025-08-19,603.65,truck,5,2,0.3698,0.3463,1,228.17
6400,20,19,2025-09-11,2025-10-14,2025-10-14,2635.63,air,5,0,0.4687,0.2853,0,2.38
6401,41,18,2025-01-07,2025-02-18,2025-02-22,9173.89,ship,4,0,0.6589,0.5395,1,93.15
6402,19,11,2024-02-11,2024-03-01,2024-03-01,696.83,truck,3,0,0.3513,0.2562,0,2.64
6403,26,16,2024-10-11,2024-10-31,2024-10-31,1299.98,truck,5,1,0.5568,0.1577,0,1.71
6404,31,7,2025-09-01,2025-10-07,2025-10-07,6693.54,ship,2,0,0.216,0.2757,0,1.26
6405,36,11,2023-07-16,2023-08-17,2023-08-17,3130.51,ship,3,2,0.3647,0.0168,0,1.4
6406,39,11,2023-10-27,2023-11-18,2023-11-18,1300.05,truck,3,0,0.4045,0.2906,0,3.24
6407,9,8,2023-09-01,2023-09-20,2023-09-20,1582.06,air,4,1,0.4374,0.1382,0,3.08
6408,24,15,2023-10-10,2023-12-17,2023-12-18,16369.68,ship,2,0,0.5668,0.0437,1,22.6
6409,32,12,2024-06-28,2024-08-24,2024-08-25,11720.76,ship,1,1,0.309,0.299,1,30.67
6410,21,16,2025-04-24,2025-05-08,2025-05-09,1048.84,truck,1,0,0.4684,0.1211,1,32.38
6411,18,14,2023-04-02,2023-04-13,2023-04-13,520.85,truck,2,1,0.2525,0.0465,0,2.84
6412,45,2,2023-11-10,2023-11-22,2023-11-22,4010.52,air,4,0,0.1663,0.1051,0,1.85
6413,34,9,2025-05-16,2025-05-26,2025-05-26,574.96,truck,4,2,0.6209,0.0399,0,2.27
6414,28,18,2023-09-21,2023-11-07,2023-11-08,10992.13,ship,5,1,0.555,0.183,1,24.95
6415,37,19,2024-03-05,2024-04-08,2024-04-08,9481.39,air,1,2,0.3577,0.1502,0,2.07
6416,14,17,2024-12-13,2025-01-15,2025-01-16,2768.71,ship,3,0,0.3954,0.2082,1,29.56
6417,31,1,2025-05-13,2025-06-09,2025-06-10,3217.8,ship,1,1,0.7016,0.2757,1,22.03
6418,41,17,2023-08-16,2023-09-03,2023-09-05,504.87,truck,4,1,0.1896,0.5395,1,53.46
6419,2,3,2025-05-31,2025-07-05,2025-07-05,9428.78,ship,5,0,0.5867,0.3485,0,1.39
6420,13,14,2025-06-04,2025-06-23,2025-06-26,2191.26,truck,2,2,0.4976,0.1757,1,77.36
6421,41,16,2023-06-21,2023-07-12,2023-07-16,2001.66,truck,4,2,0.6022,0.5395,1,90.08
6422,44,12,2025-01-10,2025-01-25,2025-01-25,4390.5,air,3,0,0.4616,0.0719,0,2.82
6423,19,7,2024-06-14,2024-07-01,2024-07-04,668.75,truck,3,0,0.3235,0.2562,1,60.71
6424,33,2,2023-12-18,2023-12-31,2023-12-31,408.73,truck,3,0,0.3057,0.1674,0,4.38
6425,32,4,2024-09-25,2024-10-24,2024-10-27,407.67,truck,5,1,0.3843,0.299,1,68.75
6426,3,14,2024-05-14,2024-06-27,2024-06-29,7646.42,ship,2,1,0.3,0.2878,1,44.99
6427,17,3,2025-02-03,2025-03-31,2025-04-02,5752.66,ship,1,1,0.776,0.1135,1,43.31
6428,39,8,2024-11-15,2024-12-17,2024-12-17,4866.96,ship,4,0,0.4162,0.2906,0,2.33
6429,41,18,2025-08-15,2025-08-31,2025-09-01,1268.99,air,1,1,0.5665,0.5395,1,33.62
6430,21,16,2025-01-24,2025-02-04,2025-02-05,373.26,truck,1,0,0.7922,0.1211,1,15.89
6431,42,5,2025-02-05,2025-02-26,2025-02-26,4931.93,truck,1,0,0.4248,0.2372,0,1.57
6432,7,17,2023-05-14,2023-06-11,2023-06-11,15076.37,air,1,0,0.1482,0.2727,0,1.72
6433,5,11,2025-02-27,2025-03-27,2025-03-28,390.78,truck,1,1,0.4079,0.2606,1,22.88
6434,24,13,2023-09-02,2023-09-19,2023-09-19,477.49,truck,5,1,0.3463,0.0437,0,3.23
6435,5,7,2025-08-07,2025-09-01,2025-09-01,4714.22,air,4,0,0.1412,0.2606,0,2.63
6436,28,13,2025-11-11,2025-11-28,2025-12-01,1263.34,truck,5,1,0.6983,0.183,1,81.4
6437,34,5,2023-09-02,2023-09-15,2023-09-17,2150.23,ship,5,0,0.5406,0.0399,1,39.78
6438,41,18,2023-09-04,2023-09-22,2023-09-23,1085.88,truck,1,1,0.6029,0.5395,1,34.36
6439,37,13,2023-07-23,2023-09-06,2023-09-10,5404.17,ship,3,0,0.5415,0.1502,1,106.31
6440,40,18,2023-06-25,2023-07-19,2023-07-21,12605.87,air,2,2,0.3603,0.1206,1,39.46
6441,45,18,2023-10-25,2023-11-09,2023-11-11,456.1,truck,2,1,0.5264,0.1051,1,37.31
6442,18,4,2024-02-19,2024-03-03,2024-03-03,699.04,truck,2,0,0.612,0.0465,0,3.88
6443,22,19,2025-03-08,2025-04-16,2025-04-20,8441.88,ship,5,1,0.2692,0.1904,1,88.75
6444,36,5,2025-03-13,2025-04-25,2025-04-25,8221.93,ship,5,0,0.7191,0.0168,0,2.4
6445,36,5,2024-04-12,2024-05-08,2024-05-08,11026.69,air,2,0,0.4814,0.0168,0,1.35
6446,27,8,2023-04-19,2023-07-04,2023-07-05,19846.13,ship,2,1,0.5862,0.1179,1,29.54
6447,28,7,2025-10-20,2025-12-16,2025-12-19,14014.94,ship,1,0,0.2965,0.183,1,65.23
6448,48,19,2024-01-01,2024-01-21,2024-01-21,1437.63,truck,4,1,0.5078,0.5295,1,11.09
6449,50,18,2023-06-23,2023-07-19,2023-07-19,11963.33,air,4,1,0.4926,0.1476,0,1.21
6450,50,17,2023-03-13,2023-04-02,2023-04-02,2816.63,air,5,1,0.4325,0.1476,0,4.28
6451,31,9,2025-01-22,2025-02-11,2025-02-13,2124.56,truck,2,0,0.8262,0.2757,1,39.15
6452,16,4,2023-07-14,2023-09-08,2023-09-12,11089.61,ship,5,1,0.5024,0.3266,1,92.74
6453,8,3,2025-08-07,2025-10-08,2025-10-09,14189.27,ship,2,0,0.8727,0.1094,1,27.13
6454,4,5,2025-10-27,2025-11-25,2025-11-25,496.7,truck,4,0,0.6544,0.2301,0,2.44
6455,41,14,2023-02-27,2023-03-18,2023-03-18,4416.55,air,4,0,0.4394,0.5395,0,2.4
6456,4,4,2024-07-08,2024-10-04,2024-10-05,20000.0,ship,4,1,0.5927,0.2301,1,30.4
6457,27,12,2025-03-05,2025-03-28,2025-03-29,2030.06,ship,5,0,0.3837,0.1179,1,18.94
6458,16,17,2025-10-16,2025-11-13,2025-11-13,2387.39,truck,4,0,0.3656,0.3266,0,3.25
6459,43,20,2023-04-16,2023-05-14,2023-05-15,1374.03,truck,5,1,0.669,0.1166,1,16.31
6460,27,7,2025-06-10,2025-07-02,2025-07-02,1633.63,air,2,1,0.4778,0.1179,0,2.48
6461,18,20,2024-02-20,2024-03-03,2024-03-03,1408.96,truck,3,1,0.5906,0.0465,0,2.62
6462,35,16,2025-11-16,2025-12-14,2025-12-14,9253.81,air,1,0,0.5194,0.4038,0,1.72
6463,35,1,2025-07-06,2025-08-03,2025-08-04,1679.47,ship,3,1,0.5323,0.4038,1,35.72
6464,44,2,2023-10-31,2023-11-10,2023-11-10,385.06,truck,1,0,0.2946,0.0719,0,2.36
6465,49,17,2024-12-16,2025-01-02,2025-01-02,401.09,truck,3,0,0.4475,0.0836,0,3.31
6466,11,19,2024-07-10,2024-08-13,2024-08-13,8446.51,ship,1,0,0.1126,0.163,0,2.91
6467,16,3,2025-10-20,2025-11-19,2025-11-22,1863.59,ship,5,1,0.4902,0.3266,1,63.81
6468,41,4,2024-07-06,2024-07-27,2024-07-28,1749.87,truck,2,1,0.52,0.5395,1,27.42
6469,10,19,2024-10-31,2024-11-21,2024-11-24,493.22,truck,4,1,0.5689,0.335,1,77.68
6470,6,4,2024-07-09,2024-08-04,2024-08-05,1521.12,ship,3,1,0.5391,0.3463,1,31.32
6471,24,12,2025-05-24,2025-07-11,2025-07-12,10411.61,ship,2,1,0.2373,0.0437,1,30.44
6472,3,10,2023-02-11,2023-04-10,2023-04-11,12415.85,ship,4,0,0.5168,0.2878,1,16.96
6473,15,5,2025-10-03,2025-11-06,2025-11-06,10104.96,air,4,0,0.5359,0.1012,0,2.64
6474,39,18,2024-10-11,2024-10-28,2024-10-28,763.61,truck,1,0,0.6109,0.2906,0,3.4
6475,15,4,2023-11-28,2023-12-29,2023-12-29,2342.66,air,5,1,0.6054,0.1012,0,1.94
6476,16,12,2025-01-21,2025-02-19,2025-02-19,2501.76,truck,5,0,0.4586,0.3266,0,2.37
6477,49,16,2024-05-25,2024-06-17,2024-06-18,14378.62,air,4,1,0.546,0.0836,1,23.86
6478,31,9,2025-08-09,2025-08-28,2025-08-31,891.87,truck,4,1,0.7861,0.2757,1,76.2
6479,23,18,2023-09-12,2023-10-07,2023-10-11,654.47,truck,2,2,0.4436,0.2281,1,105.54
6480,47,9,2025-04-29,2025-07-01,2025-07-03,13036.48,ship,2,0,0.7237,0.1768,1,44.99
6481,45,14,2023-09-06,2023-09-26,2023-09-28,2564.52,ship,1,1,0.3371,0.1051,1,53.37
6482,17,7,2024-01-30,2024-03-19,2024-03-21,3339.6,ship,5,2,0.353,0.1135,1,37.43
6483,31,14,2023-10-20,2023-11-05,2023-11-05,497.4,truck,5,0,0.3374,0.2757,0,1.1
6484,23,7,2023-10-20,2023-11-17,2023-11-18,1087.77,truck,4,0,0.085,0.2281,1,32.5
6485,30,15,2023-01-26,2023-02-13,2023-02-15,971.43,truck,2,0,0.5601,0.3611,1,36.11
6486,16,14,2024-09-10,2024-10-17,2024-10-18,3953.18,ship,5,2,0.3584,0.3266,1,32.63
6487,22,13,2023-07-23,2023-08-07,2023-08-07,397.08,truck,3,0,0.5415,0.1904,0,2.36
6488,19,11,2025-09-27,2025-10-15,2025-10-16,601.29,truck,2,1,0.4815,0.2562,1,17.24
6489,8,2,2025-05-23,2025-06-14,2025-06-14,470.11,truck,2,1,0.2597,0.1094,0,2.66
6490,36,19,2023-03-29,2023-04-21,2023-04-23,367.75,truck,3,1,0.1362,0.0168,1,40.78
6491,26,19,2023-04-22,2023-05-12,2023-05-12,488.52,truck,5,0,0.2365,0.1577,0,1.86
6492,40,8,2024-01-31,2024-02-22,2024-02-22,502.42,truck,2,0,0.4441,0.1206,0,2.96
6493,10,2,2025-01-16,2025-02-08,2025-02-08,642.51,truck,3,0,0.1486,0.335,0,4.01
6494,46,2,2024-10-02,2024-10-22,2024-10-25,2471.37,truck,5,1,0.3516,0.0911,1,65.31
6495,40,17,2023-07-09,2023-08-01,2023-08-02,1372.87,truck,5,1,0.239,0.1206,1,16.35
6496,13,7,2023-05-17,2023-06-05,2023-06-06,1548.62,truck,3,1,0.0973,0.1757,1,24.13
6497,24,12,2025-11-05,2025-11-27,2025-11-28,918.37,truck,3,0,0.5712,0.0437,1,30.28
6498,25,8,2025-02-22,2025-03-19,2025-03-19,2625.75,truck,3,0,0.5801,0.3294,0,3.03
6499,4,17,2025-02-16,2025-03-28,2025-03-28,3641.85,truck,3,0,0.1239,0.2301,0,1.31
6500,41,9,2025-03-13,2025-03-30,2025-03-30,402.53,truck,1,1,0.8948,0.5395,0,2.96
6501,4,1,2025-06-05,2025-07-05,2025-07-07,1916.3,air,3,1,0.6431,0.2301,1,44.07
6502,50,16,2024-08-29,2024-09-14,2024-09-15,587.45,truck,4,2,0.3516,0.1476,1,12.32
6503,8,19,2023-04-14,2023-06-27,2023-06-29,18481.25,ship,3,1,0.2245,0.1094,1,58.14
6504,27,9,2023-05-15,2023-06-07,2023-06-07,775.98,truck,1,1,0.7915,0.1179,0,2.56
6505,21,16,2023-10-21,2023-11-01,2023-11-01,811.0,truck,3,0,0.6138,0.1211,0,1.83
6506,25,8,2025-06-12,2025-07-12,2025-07-14,1973.81,ship,5,1,0.2979,0.3294,1,41.19
6507,8,3,2023-04-16,2023-05-06,2023-05-07,481.7,truck,3,0,0.6002,0.1094,1,28.02
6508,44,12,2023-03-13,2023-03-26,2023-03-27,612.25,truck,2,0,0.2551,0.0719,1,22.51
6509,8,1,2025-10-13,2025-11-03,2025-11-05,307.46,truck,5,1,0.8245,0.1094,1,45.7
6510,41,16,2025-11-20,2025-12-30,2025-12-30,8405.88,ship,1,1,0.5715,0.5395,1,11.51
6511,29,19,2025-06-17,2025-07-11,2025-07-11,1646.09,truck,4,0,0.1574,0.223,0,3.81
6512,28,16,2024-07-23,2024-08-07,2024-08-09,713.01,truck,1,1,0.4044,0.183,1,48.55
6513,19,13,2024-10-27,2024-11-17,2024-11-19,1258.08,truck,4,2,0.5394,0.2562,1,51.99
6514,8,15,2024-06-20,2024-08-01,2024-08-05,7245.16,ship,3,2,0.3838,0.1094,1,93.97
6515,32,1,2024-09-10,2024-10-06,2024-10-09,663.34,truck,5,1,0.7143,0.299,1,64.01
6516,46,17,2023-12-30,2024-01-21,2024-01-21,8447.25,air,5,0,0.3014,0.0911,0,2.67
6517,11,9,2025-02-10,2025-02-24,2025-03-01,969.66,truck,1,0,0.8158,0.163,1,111.76
6518,18,5,2024-08-06,2024-10-03,2024-10-04,17435.07,ship,3,1,0.5866,0.0465,1,34.65
6519,15,18,2023-08-18,2023-09-20,2023-09-23,1158.37,truck,2,2,0.7576,0.1012,1,81.96
6520,14,4,2025-07-24,2025-08-22,2025-08-27,724.09,truck,3,2,0.5366,0.2082,1,111.65
6521,32,10,2023-09-14,2023-10-11,2023-10-11,467.46,truck,4,0,0.6259,0.299,0,4.61
6522,30,7,2024-02-21,2024-03-11,2024-03-11,2146.36,truck,3,0,0.0757,0.3611,0,1.42
6523,6,16,2023-06-05,2023-06-30,2023-06-30,372.7,truck,2,1,0.7091,0.3463,0,1.62
6524,8,18,2024-02-01,2024-03-13,2024-03-13,7234.1,ship,2,0,0.9075,0.1094,0,1.72
6525,2,6,2024-12-11,2024-12-23,2024-12-23,1814.1,truck,4,0,0.5073,0.3485,0,1.99
6526,49,2,2025-08-05,2025-08-27,2025-08-30,2953.25,ship,1,2,0.4958,0.0836,1,68.78
6527,4,18,2023-01-06,2023-02-05,2023-02-06,750.36,truck,4,0,0.515,0.2301,1,23.16
6528,40,2,2023-10-21,2023-11-11,2023-11-11,1164.96,truck,4,0,0.2737,0.1206,0,1.9
6529,43,2,2023-04-17,2023-05-12,2023-05-17,575.67,truck,3,1,0.4997,0.1166,1,113.93
6530,13,13,2024-01-25,2024-02-13,2024-02-15,2775.41,ship,4,2,0.3633,0.1757,1,56.44
6531,1,3,2023-08-23,2023-09-17,2023-09-17,802.42,truck,3,0,0.7608,0.2492,0,1.68
6532,39,14,2023-03-13,2023-04-10,2023-04-11,4070.59,ship,4,0,0.3033,0.2906,1,14.88
6533,29,20,2024-08-03,2024-09-01,2024-09-01,2660.54,ship,5,0,0.6544,0.223,0,2.12
