shipment_id,weather_severity,traffic_level,supplier_risk,congestion_level,risk_score,delayed,delay_hours
5475,2,4,0.1674,0.6161,0.5242,0,2.94
5476,2,1,0.1166,0.6358,0.4239,1,43.06
5477,0,1,0.1476,0.5042,0.2003,1,60.81
5478,0,4,0.1904,0.3861,0.2736,0,3.46
5479,0,2,0.2301,0.6291,0.2863,0,3.04
5480,1,2,0.3611,0.5064,0.3949,1,64.63
5481,2,4,0.1904,0.1866,0.4238,1,79.2
5482,0,1,0.0719,0.4566,0.1657,0,3.8
5483,0,4,0.163,0.3944,0.2675,0,2.08
5484,2,3,0.1768,0.3885,0.4402,1,57.17
5485,0,4,0.299,0.5944,0.3583,0,1.74
5486,0,2,0.1166,0.5413,0.2303,1,44.71
5487,2,2,0.2757,0.3712,0.4355,1,35.04
5488,2,2,0.2301,0.2886,0.4012,1,61.78
5489,1,1,0.2878,0.7149,0.3951,1,41.8
5490,1,2,0.1012,0.5786,0.335,1,94.01
5491,1,4,0.2878,0.4674,0.4232,0,2.06
5492,1,5,0.335,0.2485,0.4126,1,47.33
5493,0,4,0.223,0.6403,0.347,1,54.93
5494,0,3,0.5295,0.5867,0.3955,0,2.55
5495,1,5,0.1211,0.5478,0.4233,1,35.53
5496,0,3,0.0465,0.393,0.2022,0,4.11
5497,1,2,0.3485,0.4249,0.3708,0,1.87
5498,0,4,0.0437,0.1284,0.1652,1,43.97
5499,1,1,0.2281,0.7427,0.3841,0,1.94
5500,2,2,0.1094,0.4359,0.4018,1,39.7
5501,0,3,0.1502,0.4239,0.241,0,2.09
5502,1,3,0.3266,0.342,0.3735,1,26.49
5503,2,1,0.1206,0.4692,0.3835,0,2.37
5504,0,4,0.0437,0.6187,0.2878,0,2.22
5505,1,4,0.1382,0.6115,0.4143,1,59.9
5506,0,3,0.1012,0.5736,0.2638,1,39.74
5507,1,2,0.3485,0.0682,0.2816,0,1.57
5508,0,1,0.0719,0.6137,0.205,0,2.03
5509,1,1,0.3266,0.7973,0.4273,0,4.04
5510,0,3,0.1094,0.318,0.2023,0,2.78
5511,0,5,0.2372,0.3131,0.2994,1,15.11
5512,1,1,0.1768,0.2923,0.2561,0,2.45
5513,0,5,0.2562,0.3194,0.3067,0,2.39
5514,1,5,0.0911,0.5469,0.4141,1,87.88
5515,0,5,0.1135,0.3024,0.2596,1,14.6
5516,0,3,0.1135,0.7242,0.3051,0,2.71
5517,1,1,0.3485,0.5221,0.3651,0,2.1
5518,0,5,0.2372,0.5791,0.3659,1,8.65
5519,1,2,0.1674,0.3667,0.3019,0,3.02
5520,2,5,0.0911,0.375,0.4711,0,3.04
5521,0,2,0.1051,0.6632,0.2573,0,1.7
5522,1,3,0.0911,0.6586,0.382,1,14.28
5523,2,3,0.1012,0.4646,0.4365,1,202.29
5524,1,4,0.1577,0.2091,0.3196,0,0.9
5525,0,5,0.2082,0.5045,0.3386,1,34.25
5526,0,4,0.1904,0.3515,0.265,1,49.83
5527,0,3,0.1476,0.5824,0.2799,0,2.29
5528,1,3,0.0437,0.4582,0.3177,0,3.81
5529,2,3,0.1757,0.3173,0.422,1,107.13
5530,0,2,0.1135,0.2144,0.1476,0,1.26
5531,2,4,0.2281,0.4319,0.4964,1,19.74
5532,0,1,0.1577,0.5218,0.2078,0,1.86
5533,0,1,0.1502,0.5857,0.2215,0,3.54
5534,0,1,0.5395,0.6745,0.3605,0,5.39
5535,2,3,0.1135,0.3637,0.415,1,24.89
5536,1,3,0.4038,0.2241,0.3672,1,33.09
5537,0,5,0.4038,0.4238,0.3771,1,23.34
5538,0,3,0.0911,0.7608,0.3075,1,38.22
5539,0,1,0.0911,0.4881,0.1794,0,3.12
5540,1,5,0.335,0.398,0.45,1,37.89
5541,1,2,0.0911,0.3433,0.2732,0,1.26
5542,1,4,0.183,0.5989,0.4246,1,49.01
5543,0,2,0.5295,0.2352,0.2776,1,10.01
5544,0,4,0.2492,0.7489,0.382,1,30.17
5545,1,1,0.1178,0.6721,0.3334,0,2.99
5546,0,4,0.1757,0.6867,0.3444,1,122.94
5547,1,1,0.5295,0.2391,0.3486,1,25.5
5548,0,4,0.2301,0.3673,0.2809,1,26.86
5549,1,2,0.2757,0.4238,0.3487,1,53.56
5550,1,3,0.3463,0.4315,0.4018,1,60.96
5551,1,4,0.1476,0.242,0.3248,0,2.09
5552,1,1,0.5395,0.7895,0.4892,1,81.97
5553,0,3,0.1179,0.4874,0.2472,1,55.05
5554,2,1,0.0437,0.2218,0.2986,0,2.94
5555,1,5,0.1502,0.4822,0.4156,1,9.0
5556,0,2,0.3611,0.3765,0.2625,0,1.35
5557,1,4,0.5295,0.6199,0.5338,0,2.26
5558,1,3,0.3294,0.8235,0.4947,0,3.79
5559,1,1,0.1674,0.7809,0.3754,0,3.8
5560,0,3,0.1502,0.328,0.2171,0,0.93
5561,1,2,0.2727,0.5019,0.3673,1,48.84
5562,0,5,0.0465,1.0,0.414,1,34.73
5563,0,4,0.3463,0.5077,0.3508,0,3.29
5564,1,2,0.2492,0.541,0.37,0,2.02
5565,1,4,0.0465,0.3122,0.312,0,2.08
5566,0,2,0.0399,0.597,0.2212,0,1.92
5567,0,5,0.163,0.5274,0.3308,0,2.11
5568,0,4,0.3294,0.4767,0.338,1,35.88
5569,0,5,0.2906,0.854,0.4507,1,24.48
5570,2,3,0.1382,0.4023,0.432,1,40.83
5571,1,5,0.2281,0.4561,0.4325,1,44.73
5572,0,4,0.3266,0.388,0.315,0,2.16
5573,1,5,0.1206,0.7063,0.4628,1,91.99
5574,0,3,0.1178,0.4566,0.2395,1,26.09
5575,0,3,0.1094,0.4299,0.2303,0,3.61
5576,0,4,0.3294,0.4181,0.3233,1,57.69
5577,0,2,0.1178,0.4452,0.2066,1,54.8
5578,2,3,0.4038,0.219,0.4659,1,27.14
5579,1,3,0.2853,0.7157,0.4545,1,31.29
5580,0,1,0.1179,0.4573,0.1797,1,79.18
5581,0,1,0.1674,0.7015,0.2556,1,18.48
5582,1,2,0.2082,0.428,0.3295,1,18.95
5583,1,2,0.1012,0.6024,0.341,1,174.03
5584,1,4,0.1012,0.3565,0.3395,0,1.71
5585,0,5,0.3266,0.5484,0.3851,0,1.72
5586,1,1,0.183,0.2927,0.2581,1,33.73
5587,1,2,0.2562,0.7836,0.4328,0,1.74
5588,0,1,0.0399,0.3079,0.1189,0,1.93
5589,1,4,0.1476,0.3654,0.3556,0,5.73
5590,0,2,0.2757,0.5647,0.2839,0,1.87
5591,2,1,0.0719,0.4127,0.3547,1,126.55
5592,1,1,0.3611,0.4473,0.3502,0,1.59
5593,0,2,0.3463,0.2779,0.2334,0,2.96
5594,0,5,0.1051,0.5824,0.3271,1,47.4
5595,1,4,0.2606,0.4522,0.4112,0,2.7
5596,1,1,0.1206,0.5888,0.3134,0,2.15
5597,0,2,0.3611,0.1574,0.2077,1,18.45
5598,0,1,0.2301,0.5908,0.2467,1,19.41
5599,2,1,0.1577,0.6316,0.4352,0,2.26
5600,0,3,0.0437,0.5935,0.2515,0,2.27
5601,0,2,0.1211,0.789,0.2936,0,1.67
5602,1,4,0.0437,0.5002,0.3582,0,1.26
5603,0,2,0.223,0.5125,0.255,0,2.8
5604,1,4,0.1135,0.3841,0.3501,0,2.03
5605,0,4,0.1904,0.4381,0.2866,0,1.91
5606,0,2,0.2301,0.5435,0.2649,0,5.24
5607,1,5,0.1476,0.5264,0.4259,1,139.72
5608,0,1,0.5295,0.3404,0.274,0,3.92
5609,0,1,0.163,0.0891,0.1012,0,2.32
5610,1,5,0.1768,0.5246,0.4342,0,1.6
5611,1,2,0.3611,0.1465,0.305,0,1.32
5612,1,2,0.1094,0.298,0.2673,1,40.12
5613,1,2,0.1904,0.1958,0.2661,1,24.79
5614,1,2,0.2492,0.2604,0.2999,1,16.31
5615,2,2,0.2082,0.2566,0.3866,0,1.67
5616,1,1,0.1166,0.4896,0.2874,0,1.89
5617,0,2,0.0399,0.5899,0.2194,1,29.06
5618,0,1,0.0168,0.4035,0.1359,0,0.78
5619,0,4,0.2281,0.3354,0.2723,0,2.87
5620,1,4,0.2906,0.5384,0.4418,1,56.13
5621,1,3,0.0719,0.8959,0.4355,1,99.94
5622,2,4,0.223,0.656,0.5509,1,46.96
5623,1,1,0.1206,0.1865,0.2128,0,2.2
5624,0,5,0.183,0.5038,0.3308,0,1.27
5625,2,4,0.2727,0.7364,0.5859,1,55.96
5626,0,2,0.2492,0.2829,0.2055,0,2.05
5627,1,2,0.2301,0.6689,0.3963,1,170.43
5628,2,3,0.1502,0.6597,0.5,1,240.75
5629,0,2,0.2727,0.273,0.2101,0,2.05
5630,1,2,0.0168,0.2964,0.2391,1,14.78
5631,1,1,0.1502,0.525,0.3063,1,41.56
5632,2,5,0.1166,0.2037,0.4359,1,48.63
5633,0,3,0.1476,0.3846,0.2304,0,1.82
5634,0,1,0.0168,0.6154,0.1889,0,1.83
5635,1,4,0.1476,0.7428,0.45,1,116.6
5636,2,5,0.0437,0.3173,0.4424,0,1.47
5637,1,5,0.2771,0.9324,0.5662,1,166.15
5638,0,2,0.2301,0.4223,0.2346,0,2.77
5639,0,2,0.223,0.5511,0.2647,0,4.63
5640,0,1,0.1577,0.7186,0.257,0,4.94
5641,1,5,0.1206,0.5602,0.4262,0,4.2
5642,1,1,0.1674,0.1812,0.2255,0,3.71
5643,0,5,0.299,0.6279,0.3967,1,44.28
5644,1,4,0.2492,0.6197,0.4497,1,93.42
5645,1,3,0.3611,0.2573,0.3627,0,3.72
5646,2,4,0.5395,0.6354,0.6407,1,226.81
5647,0,2,0.1094,0.7313,0.2756,1,15.4
5648,1,5,0.0399,0.4082,0.364,1,141.55
5649,0,3,0.2853,0.329,0.2578,0,2.43
5650,1,5,0.2372,0.534,0.4547,1,78.75
5651,0,3,0.1211,0.6543,0.2899,1,96.39
5652,0,4,0.5295,0.4407,0.389,0,1.26
5653,1,4,0.4038,0.2225,0.3968,1,22.41
5654,0,1,0.5395,0.216,0.2458,0,1.45
5655,0,3,0.0719,0.3351,0.1953,0,2.51
5656,2,1,0.2853,0.4089,0.4178,0,1.89
5657,2,1,0.2727,0.4004,0.4119,1,26.34
5658,0,5,0.2301,0.4867,0.3407,0,1.26
5659,1,1,0.2492,0.4747,0.3234,0,1.57
5660,1,5,0.2606,0.3477,0.4151,1,48.14
5661,2,3,0.0168,0.6421,0.4556,1,55.65
5662,1,3,0.299,0.738,0.4642,1,74.27
5663,1,4,0.0437,0.2129,0.2863,1,102.34
5664,1,5,0.0168,0.4738,0.3735,1,98.11
5665,1,1,0.1577,0.5877,0.3242,1,36.88
5666,0,5,0.2906,0.6807,0.4074,1,35.98
5667,1,1,0.0465,0.773,0.3372,1,86.07
5668,0,1,0.0836,0.5638,0.196,0,1.62
5669,1,4,0.0168,0.7666,0.4167,1,68.37
5670,1,1,0.1502,0.2645,0.2412,0,1.29
5671,1,5,0.0465,0.3057,0.3404,1,22.64
5672,0,5,0.1476,0.6916,0.3672,0,1.36
5673,0,4,0.3463,0.6753,0.3927,0,3.48
5674,1,1,0.1904,0.5755,0.331,1,22.45
5675,1,2,0.1577,0.4055,0.3087,1,44.4
5676,1,2,0.163,0.3946,0.3076,0,1.51
5677,0,1,0.1476,0.366,0.1658,0,3.39
5678,0,2,0.1577,0.6903,0.2799,1,25.82
5679,2,5,0.1502,0.2589,0.4598,1,37.54
5680,0,2,0.2301,0.4283,0.2361,0,3.69
5681,1,1,0.1094,0.5386,0.2975,0,3.05
5682,1,4,0.223,0.56,0.4269,0,1.53
5683,1,4,0.1178,0.2857,0.3268,1,54.18
5684,0,4,0.1211,0.233,0.2146,1,26.39
5685,0,5,0.1757,0.5191,0.3325,0,0.75
5686,1,2,0.1135,0.3258,0.2755,1,18.36
5687,0,1,0.4038,0.5871,0.2979,1,57.96
5688,1,1,0.1094,0.4172,0.2671,1,148.1
5689,1,5,0.5295,0.541,0.5441,1,35.28
5690,0,4,0.1904,0.5703,0.3197,1,40.88
5691,1,5,0.1382,0.0995,0.3163,0,1.33
5692,1,3,0.2906,0.537,0.4114,1,96.03
5693,1,3,0.163,0.4575,0.3533,1,25.37
5694,0,2,0.0437,0.4184,0.1777,0,1.29
5695,0,1,0.0399,0.6023,0.1925,1,16.17
5696,1,1,0.1012,0.4971,0.2846,1,16.0
5697,2,2,0.2562,0.3274,0.4187,0,1.35
5698,0,2,0.1051,0.3498,0.179,0,1.87
5699,1,5,0.0168,0.4673,0.3719,0,1.63
5700,0,4,0.3611,0.4809,0.3486,0,2.58
5701,0,4,0.3463,0.314,0.3024,0,2.05
5702,1,2,0.0168,0.2708,0.2327,0,2.5
5703,1,2,0.335,0.5781,0.405,1,46.72
5704,0,4,0.3485,0.5225,0.3552,0,2.7
5705,0,4,0.0719,0.2612,0.2069,0,1.56
5706,0,4,0.0399,0.4957,0.2559,0,2.14
5707,0,2,0.1094,0.5124,0.2209,1,21.65
5708,0,1,0.2562,0.7263,0.2884,0,3.07
5709,1,2,0.0168,0.5406,0.3002,1,44.28
5710,1,5,0.1502,0.1635,0.3359,1,184.76
5711,1,4,0.1012,0.6706,0.418,0,2.2
5712,0,4,0.2757,0.2455,0.2641,1,34.61
5713,0,5,0.183,0.6568,0.3691,1,40.05
5714,1,2,0.1179,0.6091,0.3476,0,1.27
5715,1,1,0.1476,0.2791,0.2441,0,2.48
5716,2,5,0.2727,0.5354,0.5657,1,113.57
5717,0,1,0.183,0.5354,0.2188,0,2.13
5718,2,3,0.0399,0.174,0.3455,0,2.49
5719,1,2,0.2727,0.4596,0.3567,0,2.3
5720,0,5,0.2492,0.4406,0.3349,0,2.54
5721,1,1,0.1012,0.634,0.3189,0,2.46
5722,2,1,0.1904,0.43,0.3946,0,1.51
5723,1,1,0.2757,0.5163,0.3418,1,122.81
5724,0,2,0.299,0.5447,0.2859,0,2.13
5725,2,2,0.3463,0.5542,0.5024,0,1.34
5726,1,1,0.2771,0.6041,0.3642,0,2.09
5727,0,3,0.0911,0.4604,0.2324,0,1.56
5728,1,4,0.2492,0.6675,0.4616,1,167.23
5729,0,1,0.1135,0.4185,0.1687,0,1.72
5730,1,4,0.2082,0.5108,0.4102,0,2.06
5731,0,2,0.1012,0.3263,0.1719,0,3.04
5732,1,1,0.2562,0.3637,0.2978,1,21.98
5733,1,5,0.2301,0.2712,0.3868,0,2.13
5734,0,4,0.1577,0.2421,0.2278,1,18.31
5735,1,5,0.4038,0.5203,0.5012,1,56.21
5736,1,1,0.1211,0.5075,0.2932,0,2.66
5737,0,4,0.2853,0.4249,0.3118,0,1.56
5738,0,1,0.0399,0.4336,0.1504,0,1.95
5739,0,5,0.0168,0.2231,0.2108,1,130.22
5740,0,4,0.223,0.431,0.2946,1,58.09
5741,1,4,0.223,0.4053,0.3882,1,27.63
5742,0,5,0.2771,0.4147,0.3368,0,2.78
5743,0,4,0.2372,0.2019,0.2416,0,3.07
5744,0,1,0.3485,0.5951,0.2833,1,30.76
5745,0,1,0.2606,0.6855,0.2796,0,3.09
5746,0,2,0.1211,0.3919,0.1943,0,2.37
5747,1,2,0.2878,0.2495,0.3087,0,2.51
5748,1,2,0.3266,0.6091,0.4103,0,2.6
5749,1,2,0.1178,0.3133,0.2737,1,34.28
5750,1,1,0.0465,0.5402,0.279,0,2.03
5751,1,1,0.2372,0.5928,0.3494,1,47.6
5752,2,4,0.3294,0.5313,0.5516,1,46.2
5753,0,4,0.223,0.756,0.3759,0,2.88
5754,0,2,0.2906,0.1763,0.1913,0,1.33
5755,0,2,0.1674,0.4496,0.2226,0,1.67
5756,2,1,0.2878,0.7825,0.512,1,31.92
5757,2,2,0.1051,0.6367,0.4507,1,71.18
5758,0,1,0.1768,0.2978,0.1575,0,2.54
5759,2,5,0.5395,0.6769,0.6811,1,53.19
5760,0,1,0.0719,0.4208,0.1568,0,2.1
5761,0,1,0.0168,0.471,0.1528,0,3.39
5762,0,3,0.1178,0.492,0.2483,0,2.28
5763,2,2,0.2562,0.1123,0.3649,1,22.91
5764,1,5,0.1094,0.4439,0.3938,0,2.34
5765,1,4,0.2757,0.4251,0.409,1,122.27
5766,1,1,0.5295,0.6018,0.4393,1,22.73
5767,2,3,0.3266,0.888,0.61,1,84.3
5768,0,1,0.0465,0.4261,0.1505,1,41.64
5769,0,3,0.2727,0.5538,0.3103,0,2.4
5770,1,3,0.2906,0.4989,0.4019,1,62.22
5771,1,5,0.3485,0.366,0.446,0,2.36
5772,0,5,0.1094,0.3606,0.273,1,55.12
5773,1,2,0.1382,0.4632,0.3173,1,11.82
5774,0,4,0.1178,0.3481,0.2424,0,3.33
5775,0,2,0.1382,0.5145,0.2301,0,2.28
5776,1,3,0.1904,0.3927,0.3453,1,156.06
5777,0,2,0.183,0.2851,0.1862,0,1.47
5778,2,5,0.1178,0.3945,0.484,1,88.85
5779,0,5,0.5295,0.3,0.3839,1,128.39
5780,1,3,0.2492,0.0031,0.2655,0,4.47
5781,1,3,0.1179,0.4693,0.3427,0,2.38
5782,1,4,0.163,0.5892,0.4162,1,51.37
5783,0,4,0.2771,0.6005,0.3533,1,82.52
5784,2,2,0.4038,0.4567,0.4953,1,86.75
5785,0,1,0.2906,0.4221,0.2227,1,56.84
5786,0,4,0.0437,0.4394,0.243,0,2.17
5787,1,4,0.2853,0.3767,0.3998,0,1.36
5788,0,5,0.2606,0.3669,0.3199,1,51.35
5789,2,4,0.1166,0.2446,0.4161,1,80.18
5790,1,4,0.1476,0.8232,0.4701,1,78.28
5791,0,4,0.299,0.646,0.3712,0,1.76
5792,1,2,0.1382,0.5259,0.3329,0,2.56
5793,0,3,0.2757,0.6916,0.3456,1,11.07
5794,1,1,0.335,0.7276,0.4124,1,20.54
5795,0,1,0.335,0.443,0.2412,0,3.04
5796,2,1,0.1674,0.545,0.4165,1,54.59
5797,1,3,0.3485,0.1323,0.3276,1,29.29
5798,1,2,0.335,0.6974,0.4348,1,134.97
5799,0,4,0.1012,0.6898,0.3228,1,95.31
5800,1,5,0.2281,0.46,0.4334,0,1.46
5801,1,2,0.1094,0.2544,0.2564,1,18.7
5802,1,5,0.0911,0.3975,0.3767,0,1.75
5803,0,1,0.1757,0.6055,0.2341,0,1.52
5804,1,5,0.2562,0.5786,0.4715,0,3.07
5805,0,4,0.183,0.612,0.3279,1,33.91
5806,1,1,0.0719,0.5947,0.3002,0,3.08
5807,0,5,0.1012,0.2733,0.2487,0,1.44
5808,1,3,0.5295,0.286,0.4204,1,64.08
5809,2,3,0.2906,0.6793,0.547,1,14.89
5810,0,3,0.0437,0.5283,0.2352,0,5.3
5811,2,2,0.1094,0.2382,0.3524,0,1.38
5812,0,5,0.0168,0.5913,0.3029,1,11.78
5813,0,1,0.335,0.5385,0.2651,0,3.84
5814,0,2,0.2281,0.8516,0.3413,0,1.74
5815,1,3,0.1179,0.6713,0.3932,0,2.0
5816,1,5,0.1211,0.6035,0.4372,0,1.73
5817,1,2,0.2492,0.2937,0.3082,0,1.08
5818,0,5,0.3463,0.2987,0.3286,0,3.24
5819,1,4,0.335,0.3049,0.3967,0,1.85
5820,1,3,0.1012,0.2975,0.2947,0,2.15
5821,0,5,0.2878,0.4617,0.3518,1,43.74
5822,1,5,0.1577,0.3491,0.3846,1,61.04
5823,0,1,0.1674,0.4648,0.1964,1,63.28
5824,1,2,0.1382,0.7609,0.3917,1,185.84
5825,0,4,0.0719,0.4616,0.257,1,52.15
5826,1,2,0.1382,0.48,0.3215,0,2.62
5827,0,3,0.2906,0.5675,0.3191,0,2.4
5828,0,1,0.2562,0.4581,0.2214,0,1.52
5829,1,2,0.2301,0.5551,0.3678,0,0.71
5830,0,2,0.2771,0.189,0.1904,1,14.02
5831,0,3,0.1476,0.5766,0.2784,0,2.2
5832,1,5,0.1012,0.5059,0.4068,0,3.15
5833,1,2,0.0399,0.3718,0.2649,0,1.33
5834,1,1,0.1094,0.7295,0.3452,1,77.4
5835,0,2,0.2301,0.506,0.2555,1,43.32
5836,1,5,0.1012,0.4177,0.3848,0,3.27
5837,1,2,0.2301,0.655,0.3928,1,69.56
5838,0,4,0.1166,0.6239,0.311,0,2.41
5839,2,3,0.2606,0.2327,0.4264,1,71.35
5840,1,3,0.0399,0.4249,0.3082,1,99.88
5841,0,5,0.1476,0.0895,0.2167,0,1.38
5842,0,5,0.2771,0.5597,0.3731,0,1.95
5843,1,3,0.3266,0.5112,0.4158,1,104.55
5844,0,3,0.1757,0.3503,0.2303,1,36.42
5845,1,1,0.2727,0.5678,0.3538,1,18.71
5846,1,3,0.2562,0.3698,0.3593,0,4.1
5847,1,3,0.3485,0.4554,0.4084,0,2.03
5848,1,2,0.3266,0.6313,0.4158,1,53.69
5849,0,3,0.1382,0.4358,0.2404,1,24.1
5850,2,3,0.1757,0.4747,0.4614,1,33.02
5851,2,2,0.1577,0.6941,0.4808,1,41.7
5852,0,4,0.1476,0.4555,0.2782,1,41.47
5853,0,3,0.0168,0.6475,0.2569,0,1.54
5854,1,1,0.1135,0.4694,0.2814,0,2.86
5855,0,1,0.2906,0.3286,0.1993,0,2.04
5856,0,4,0.1012,0.4348,0.2591,0,1.27
5857,0,2,0.2301,0.428,0.236,1,35.09
5858,1,1,0.1757,0.6484,0.3448,0,5.04
5859,0,5,0.2606,0.3022,0.3037,1,19.88
5860,1,5,0.1382,0.4396,0.4014,0,1.96
5861,1,1,0.335,0.5496,0.3679,0,2.13
5862,0,3,0.2771,0.8177,0.3776,1,77.45
5863,1,2,0.2562,0.4207,0.342,1,110.77
5864,1,1,0.183,0.3072,0.2617,1,47.86
5865,2,4,0.2281,0.3954,0.4873,1,140.26
5866,1,2,0.1502,0.5813,0.3504,0,1.18
5867,1,3,0.0911,0.7877,0.4143,0,1.04
5868,1,3,0.1768,0.5557,0.382,0,2.38
5869,2,3,0.1178,0.2068,0.377,0,1.03
5870,1,1,0.0465,0.7732,0.3373,1,98.71
5871,1,1,0.1904,0.1706,0.2298,0,2.0
5872,0,4,0.1012,0.406,0.2519,1,10.72
5873,0,1,0.1577,0.6087,0.2295,0,2.48
5874,1,2,0.1577,0.4214,0.3127,1,46.46
5875,1,1,0.0465,0.3817,0.2394,0,1.73
5876,1,3,0.2301,0.5894,0.4064,1,23.37
5877,0,4,0.2606,0.5376,0.3326,0,1.48
5878,0,4,0.1012,0.8471,0.3621,1,85.23
5879,0,1,0.2878,0.3954,0.2152,0,2.94
5880,1,2,0.1768,0.8331,0.4213,0,1.45
5881,1,5,0.1904,0.1723,0.3502,0,2.06
5882,0,5,0.2372,0.2594,0.286,1,8.81
5883,1,4,0.0168,0.2782,0.2946,0,1.96
5884,0,5,0.1135,0.4749,0.3028,0,4.37
5885,1,5,0.2301,0.6118,0.472,1,96.81
5886,1,3,0.183,0.2721,0.3129,0,2.43
5887,0,3,0.1502,0.2993,0.2099,0,1.51
5888,1,2,0.0399,0.3307,0.2546,0,1.47
5889,1,2,0.1768,0.5656,0.3544,0,3.14
5890,0,2,0.0465,0.5682,0.216,0,3.21
5891,1,1,0.2906,0.3966,0.3163,0,1.47
5892,1,4,0.3485,0.4341,0.4331,1,53.73
5893,0,2,0.5395,0.2949,0.2956,0,2.57
5894,1,2,0.2757,0.4957,0.3666,1,43.93
5895,0,4,0.1577,0.3261,0.2488,0,3.74
5896,0,4,0.5395,0.8435,0.4927,1,77.27
5897,1,4,0.1166,0.4216,0.3604,1,32.99
5898,0,1,0.0719,0.4041,0.1526,0,2.15
5899,1,3,0.1502,0.7861,0.4316,0,2.36
5900,0,1,0.2727,0.7392,0.2966,0,6.09
5901,1,3,0.2878,0.6464,0.4379,0,3.97
5902,1,1,0.2082,0.69,0.365,1,23.39
5903,0,1,0.1135,0.3626,0.1547,0,2.15
5904,0,3,0.1382,0.3266,0.2131,0,1.88
5905,0,5,0.0836,0.6028,0.3258,1,139.43
5906,1,3,0.3463,0.2572,0.3582,0,3.1
5907,1,4,0.0719,0.1958,0.2905,1,10.41
5908,0,3,0.2492,0.2666,0.2314,0,1.65
5909,1,4,0.335,0.6012,0.4708,1,101.73
5910,0,2,0.4038,0.7425,0.3668,1,49.16
5911,0,5,0.1904,0.107,0.2339,0,3.32
5912,1,5,0.2372,0.5317,0.4541,1,40.83
5913,0,1,0.1135,0.4753,0.1829,0,2.71
5914,0,4,0.1135,0.4576,0.2684,0,3.01
5915,1,1,0.1178,0.4441,0.2764,0,8.32
5916,0,1,0.0911,0.0895,0.0797,0,3.71
5917,0,1,0.2727,0.8293,0.3191,1,28.72
5918,1,5,0.5295,0.3288,0.491,1,40.06
5919,0,5,0.1166,0.4775,0.3044,1,89.53
5920,0,1,0.1179,0.2397,0.1253,0,1.19
5921,0,1,0.3463,0.507,0.2606,1,32.67
5922,1,5,0.2492,0.6359,0.4837,1,392.08
5923,0,4,0.3463,0.38,0.3189,0,3.44
5924,0,4,0.1382,0.5218,0.2919,0,1.99
5925,0,5,0.335,0.7509,0.4382,1,144.57
5926,0,2,0.2757,0.3228,0.2234,0,3.34
5927,2,4,0.2853,0.5949,0.5543,1,51.95
5928,0,2,0.1179,0.7689,0.2876,0,2.46
5929,1,3,0.0465,0.641,0.3642,1,25.11
5930,1,5,0.1577,0.1107,0.325,0,1.87
5931,1,4,0.1211,0.6622,0.4219,1,54.2
5932,0,1,0.2757,0.4553,0.2265,0,2.83
5933,0,3,0.299,0.177,0.224,0,1.78
5934,1,1,0.0399,0.6579,0.3064,0,2.93
5935,0,5,0.2562,0.4684,0.344,1,39.07
5936,0,2,0.1012,0.4249,0.1966,0,3.61
5937,0,5,0.2878,0.2998,0.3113,0,2.43
5938,2,4,0.2757,0.1321,0.4357,0,3.28
5939,1,4,0.0911,0.3525,0.3355,1,67.0
5940,0,5,0.0836,0.298,0.2496,0,1.65
5941,2,2,0.0836,0.826,0.4916,1,69.13
5942,1,3,0.1382,0.3328,0.3147,0,3.45
5943,0,1,0.2301,0.3535,0.1874,0,2.47
5944,0,5,0.2492,0.3247,0.3059,1,38.18
5945,2,3,0.3463,0.6978,0.5683,0,2.28
5946,0,5,0.3485,0.5975,0.4039,1,18.25
5947,1,5,0.0911,0.0447,0.2885,1,152.87
5948,1,3,0.1094,0.2154,0.2767,0,3.1
5949,1,4,0.2281,0.6415,0.4488,0,2.88
5950,0,4,0.0836,0.5801,0.2901,0,3.64
5951,0,2,0.0836,0.7605,0.2752,1,26.72
5952,1,3,0.1674,0.5749,0.3839,0,1.75
5953,0,2,0.2301,0.3521,0.2171,1,33.51
5954,2,1,0.335,0.5939,0.479,1,371.57
5955,0,2,0.3266,0.7946,0.3566,1,193.13
5956,1,1,0.0719,0.7361,0.3356,1,11.93
5957,2,3,0.5295,0.3814,0.5442,1,20.88
5958,0,5,0.2492,0.4155,0.3286,1,95.89
5959,2,1,0.1502,0.2291,0.3323,0,3.02
5960,0,3,0.163,0.3961,0.2379,0,2.15
5961,2,2,0.3294,0.445,0.4701,1,103.15
5962,0,4,0.163,0.5559,0.3079,0,2.39
5963,1,2,0.1502,0.476,0.3241,0,1.53
5964,0,3,0.2082,0.5129,0.2807,0,0.96
5965,1,3,0.1476,0.3943,0.3329,0,0.84
5966,1,3,0.5395,0.57,0.4944,1,69.54
5967,0,1,0.2878,0.4969,0.2406,0,1.44
5968,2,5,0.1577,0.2383,0.4569,1,56.43
5969,1,1,0.1135,0.7113,0.3419,1,56.75
5970,2,5,0.3611,0.6397,0.6183,1,68.25
5971,2,5,0.223,0.6496,0.5793,1,33.1
5972,2,4,0.0399,0.3584,0.4216,1,87.35
5973,1,3,0.1674,0.6142,0.3938,1,29.38
5974,1,3,0.1206,0.6534,0.3895,1,44.34
5975,1,1,0.4038,0.2198,0.3061,0,2.17
5976,0,3,0.2853,0.2517,0.2385,1,54.13
5977,1,3,0.3266,0.3172,0.3673,1,16.36
5978,0,5,0.1094,0.3504,0.2704,0,2.91
